word	cantonese_count	mandarin_count
以毒攻毒	0	0
以牙還牙	0	0
以物易物	0	0
以理服人	0	0
以示	0	0
以策安全	0	0
以身作則	0	0
以身犯險	0	0
以身相許	0	0
以身試法	0	0
以退為進	0	0
以逸待勞	0	0
以馬內利	0	0
仰卧	0	0
仰卧起坐	0	0
仰藥	0	0
仲使問	0	0
仲得了	0	0
仲裁	0	0
仵作	0	0
仵工	0	0
任⋯唔嬲	0	0
任人唯親	0	0
任人魚肉	0	0
任君選擇	0	0
任意妄為	0	0
任重道遠	0	0
份外事	0	0
仿佛	0	0
仿古	0	0
仿造	0	0
企人邊	0	0
企堂	0	0
企定定	0	0
企歪	0	0
企缸	0	0
企街	0	0
企跳	0	0
企領	0	0
伊人	0	0
伊士	0	0
伊撈七	0	0
伊文士	0	0
伊斯蘭堡	0	0
伊斯蘭曆	0	0
伊雲士	0	0
伊雲斯	0	0
伊麪	0	0
伍仁	0	0
伏伏地	0	0
伏伏跳	0	0
伏兵	0	0
伏冰	0	0
伏屍	0	0
伏特	0	0
伏特加	0	0
伏首貼耳	0	0
休克	0	0
休孖day	0	0
休學	0	0
休市	0	0
休庭	0	0
休想	0	0
休憩處	0	0
休會	0	0
休止	0	0
休止符	0	0
休漁期	0	0
休養生息	0	0
伙同	0	0
伙數	0	0
伙頭	0	0
伙頭將軍	0	0
伙食	0	0
伯仲之間	0	0
伯公	0	0
伯利茲	0	0
伯友	0	0
伯娘	0	0
伯婆	0	0
伯有	0	0
伯爺	0	0
伯爺公	0	0
伯爺婆	0	0
伯理璽天德	0	0
估歌仔	0	0
估領袖	0	0
伴君如伴虎	0	0
伴舞	0	0
伴郎	0	0
伶人	0	0
伶仃洋	0	0
伶俐	0	0
伸手不見五指	0	0
似模似樣	0	0
似足	0	0
似非而是	0	0
但凡	0	0
佇立	0	0
佈告	0	0
佈告板	0	0
佈道	0	0
位值	0	0
低B仔	0	0
低低哋	0	0
低微	0	0
低檔	0	0
低波	0	0
低清	0	0
低温	0	0
低燈	0	0
低燒	0	0
低班	0	0
低空	0	0
低窪地區	0	0
低筋	0	0
低聲	0	0
低莊	0	0
低裝	0	0
低音大提琴	0	0
低飛	0	0
住家婆	0	0
住家工	0	0
住家菜	0	0
住家飯	0	0
佐治亞	0	0
佔上風	0	0
何以見得	0	0
何妨	0	0
何媽	0	0
何方神聖	0	0
何樂而不為	0	0
何濟公	0	0
何解	0	0
何足掛齒	0	0
何須	0	0
何首烏	0	0
佗	0	0
佗仔	0	0
佗佻	0	0
佗地	0	0
佗地費	0	0
佗手掕腳	0	0
佗槍	0	0
佗炮	0	0
佗衰	0	0
佗衰家	0	0
佗錶	0	0
佗鐵	0	0
佚名	0	0
佛偈	0	0
佛壇	0	0
佛學	0	0
佛寺	0	0
佛得角	0	0
佛曆	0	0
佛沙	0	0
佛都有火	0	0
作亂	0	0
作伴	0	0
作供	0	0
作動	0	0
作古	0	0
作大	0	0
作弄	0	0
作惡多端	0	0
作故仔	0	0
作數	0	0
作樂	0	0
作歌	0	0
作法自斃	0	0
作繭自縛	0	0
作罷	0	0
作育英才	0	0
作賊心虛	0	0
作賤	0	0
作踐	0	0
作鹽作光	0	0
你個死人頭	0	0
你做初一我做十五	0	0
你同我定	0	0
你呢	0	0
你好嘢	0	0
你就想	0	0
你推我讓	0	0
你敬我一尺，我敬你一丈	0	0
你有張良計，我有過牆梯	0	0
你老板	0	0
你老母	0	0
你老闆	0	0
你講嘢呀	0	0
你鹵味	0	0
佢就想	0	0
佢死佢賤	0	0
佮佮冚	0	0
佮佮掂	0	0
佯	0	0
佯稱	0	0
佳人有約	0	0
佳偶天成	0	0
佳音	0	0
佻皮	0	0
使乜講	0	0
使人唔使本	0	0
使勁	0	0
使婆	0	0
使媽	0	0
使死咩	0	0
使然	0	0
使牛	0	0
使節	0	0
使銅銀夾大聲	0	0
使頸	0	0
使𢃇	0	0
侃侃而談	0	0
侄女	0	0
來佬菜	0	0
來佬貨	0	0
來勢洶洶	0	0
來得及	0	0
來意	0	0
來日方長	0	0
來歷不明	0	0
來由	0	0
來者不拒	0	0
來而不往非禮也	0	0
來訪	0	0
來路	0	0
來路菜	0	0
來路貨	0	0
來電顯示	0	0
來鴻	0	0
例假	0	0
例戲	0	0
例証	0	0
例題	0	0
侍候	0	0
侍奉	0	0
侍應生	0	0
侍衞	0	0
供不應求	0	0
供品	0	0
供書教學	0	0
供稱	0	0
供股	0	0
依例	0	0
依依不捨	0	0
依依哦哦	0	0
依依郁郁	0	0
依依鵝鵝	0	0
依便	0	0
依傍	0	0
依勻	0	0
依哇鬼叫	0	0
依士	0	0
依度講依度散	0	0
依從	0	0
依循	0	0
依挹	0	0
依揖	0	0
依撈七	0	0
依文士	0	0
依時	0	0
依時依候	0	0
依書直説	0	0
依期	0	0
依樣嗰樣	0	0
依樣畫葫蘆	0	0
依歸	0	0
依泣	0	0
依牙鬆弶	0	0
依牙鬆鋼	0	0
依起棚牙	0	0
依足	0	0
依邊	0	0
依郁	0	0
侮	0	0
侯斯頓	0	0
侯爵	0	0
侯王	0	0
侲	0	0
侵吞	0	0
侵埋⋯玩	0	0
侵奪	0	0
侵氣	0	0
侷	0	0
便宜莫貪	0	0
便於	0	0
便條	0	0
便溺	0	0
便衣警	0	0
便裝	0	0
係人都	0	0
係又⋯唔係又⋯	0	0
係又點唔係又點	0	0
係呢	0	0
係咁	0	0
係咁先	0	0
係咁咦	0	0
係咁嘅	0	0
係咁大	0	0
係咁意	0	0
係咩	0	0
係噉咦	0	0
係噉嘅	0	0
係波	0	0
係路	0	0
促膝長談	0	0
促請	0	0
俄羅斯方塊	0	0
俊俏	0	0
俏皮	0	0
俗不可耐	0	0
俗世	0	0
俗例	0	0
俗套	0	0
俗字	0	0
俗話	0	0
俗語有云	0	0
俗語有話	0	0
俗諺	0	0
俘獲	0	0
保⋯大	0	0
保你大	0	0
保外就醫	0	0
保家衞國	0	0
保時捷	0	0
保本	0	0
保母	0	0
保温	0	0
保温壺	0	0
保甲制	0	0
保祐	0	0
保証	0	0
保證人	0	0
保證書	0	0
保護色	0	0
保護貼	0	0
保金	0	0
保鏢	0	0
保長	0	0
保險箱	0	0
保險絲	0	0
保險金	0	0
保露華	0	0
保齡	0	0
保齡球場	0	0
俠客	0	0
俠義	0	0
信以為真	0	0
信口雌黃	0	0
信史	0	0
信天翁	0	0
信用狀	0	0
信田卷	0	0
信眾	0	0
信箋	0	0
信納	0	0
信紙	0	0
信肉	0	0
信號彈	0	0
信託	0	0
信誓旦旦	0	0
信鏡	0	0
修剪	0	0
修好	0	0
修業	0	0
修甲	0	0
修練	0	0
修習	0	0
修路	0	0
修身養性	0	0
修辭	0	0
修道	0	0
俯卧	0	0
俯拾皆是	0	0
俯衝	0	0
俯首	0	0
俯首帖耳	0	0
俯首稱臣	0	0
俱	0	0
俱全	0	0
俳句	0	0
俸	0	0
俾人燉	0	0
俾人白眼	0	0
俾位	0	0
俾個冬瓜你做膽	0	0
俾個天你做膽	0	0
俾個官你做	0	0
俾卡	0	0
俾咭	0	0
俾天收	0	0
俾心機	0	0
俾我都唔吼	0	0
俾我都唔睺	0	0
俾油	0	0
俾着	0	0
俾著	0	0
俾西瓜皮⋯踩	0	0
俾雷劈	0	0
俾電話	0	0
俾鬼矺	0	0
俾鬼砸	0	0
俾鬼責	0	0
俾鬼迷	0	0
俾龜逗	0	0
倀	0	0
倀雞	0	0
倉促	0	0
倉務員	0	0
倉卒	0	0
倉底貨	0	0
個腦坐住咗	0	0
個腦生喺屎忽度	0	0
個體户	0	0
倍加	0	0
倍增	0	0
倍感	0	0
倒冧	0	0
倒卧	0	0
倒及	0	0
倒及牙	0	0
倒台	0	0
倒吊	0	0
倒吊冇滴墨水	0	0
倒塔咁早	0	0
倒奶	0	0
倒後鏡	0	0
倒戈相向	0	0
倒扱	0	0
倒抽一口涼氣	0	0
倒掛金鈎	0	0
倒掟頭	0	0
倒斃	0	0
倒映	0	0
倒春寒	0	0
倒果為因	0	0
倒汗水	0	0
倒瀉籮蟹	0	0
倒瀉茶	0	0
倒牙	0	0
倒米	0	0
倒米壽星	0	0
倒翻轉	0	0
倒背如流	0	0
倒落海	0	0
倒行逆施	0	0
倒褪	0	0
倒豎葱	0	0
倒錢落海	0	0
倔尾龍	0	0
倔擂槌	0	0
倔篤	0	0
倔雷搥	0	0
倔頭	0	0
倔頭巷	0	0
倔頭路	0	0
倖存者	0	0
倘	0	0
倘若	0	0
候任	0	0
候審	0	0
候鑊	0	0
倚	0	0
倚凭	0	0
倚憑	0	0
倚重	0	0
借d意	0	0
借⋯過橋	0	0
借一借	0	0
借代	0	0
借借	0	0
借古諷今	0	0
借咗聾耳陳隻耳	0	0
借啲意	0	0
借喻	0	0
借尿遁	0	0
借屎遁	0	0
借據	0	0
借故	0	0
借歪	0	0
借殼	0	0
借水遁	0	0
借眼	0	0
借花敬佛	0	0
借酒消愁	0	0
借鏡	0	0
借鑒	0	0
借閲	0	0
倡	0	0
倦勤	0	0
倦容	0	0
倫教糕	0	0
倫滘糕	0	0
倭	0	0
值日	0	0
值日官	0	0
值日生	0	0
值機	0	0
值班	0	0
值租	0	0
假借	0	0
假假哋	0	0
假假地	0	0
假公濟私	0	0
假分數	0	0
假尻	0	0
假希望	0	0
假想敵	0	0
假惺惺	0	0
假手於人	0	0
假托	0	0
假日司機	0	0
假狗	0	0
假説	0	0
假鳩	0	0
假齋	0	0
偈油	0	0
偌	0	0
偏旁	0	0
偏私	0	0
偏頭痛	0	0
偏食	0	0
偕	0	0
偕同	0	0
做lab	0	0
做show	0	0
做世界	0	0
做人世	0	0
做低	0	0
做假	0	0
做假數	0	0
做出面	0	0
做到氣咳	0	0
做到隻屐咁	0	0
做到隻屐噉	0	0
做到隻積咁	0	0
做到隻積噉	0	0
做勢	0	0
做又三十六，唔做又三十六	0	0
做又卅六，唔做又卅六	0	0
做唔住	0	0
做場大戲	0	0
做場大龍鳳	0	0
做場好戲	0	0
做場戲	0	0
做壞規矩	0	0
做壽	0	0
做好心	0	0
做尖	0	0
做得住	0	0
做忌	0	0
做慣乞兒懶做官	0	0
做扒	0	0
做數	0	0
做架兩	0	0
做架樑	0	0
做牙	0	0
做瓜	0	0
做生不如做熟	0	0
做生做死	0	0
做盛行	0	0
做磨心	0	0
做禡	0	0
做迓	0	0
做邊行	0	0
做醜人	0	0
做雞	0	0
做鬼都唔靈	0	0
做鴨	0	0
做齣好戲	0	0
停屍間	0	0
停經	0	0
停運	0	0
停駛	0	0
健兒	0	0
健力士	0	0
健在	0	0
健將	0	0
健忘	0	0
健球	0	0
健筆	0	0
健身單車	0	0
側側膊	0	0
側側膊唔多覺	0	0
側手翻	0	0
側漏	0	0
側目	0	0
側跟	0	0
側鏡	0	0
側風	0	0
偵察機	0	0
偶有	0	0
偶遇	0	0
偷偷哋	0	0
偷天換日	0	0
偷工減料	0	0
偷師	0	0
偷影	0	0
偷得浮生半日閒	0	0
偷歡	0	0
偷渡客	0	0
偷腥	0	0
偷薄	0	0
偷跳	0	0
偷雞唔到蝕揸米	0	0
偷雞唔成蝕揸米	0	0
偷雞摸狗	0	0
偷食唔抹嘴	0	0
偽冒	0	0
偽善	0	0
偽文青	0	0
偽物	0	0
偽科學	0	0
偽稱	0	0
偽證	0	0
傍住	0	0
傍身	0	0
傑撻撻	0	0
傑𠱂𠱂	0	0
傘兵	0	0
傘帳	0	0
備忘錄	0	0
備注	0	0
備課	0	0
傢具	0	0
催催貢	0	0
催吐	0	0
催命	0	0
催命符	0	0
催婚	0	0
催淚氣體	0	0
催淚煙	0	0
催眠曲	0	0
催谷	0	0
催還	0	0
傲視	0	0
傲視同儕	0	0
傲骨	0	0
傳人	0	0
傳位	0	0
傳呼機	0	0
傳家之寶	0	0
傳家寶	0	0
傳揚	0	0
傳播鏈	0	0
傳熱	0	0
傳真機	0	0
傳聲	0	0
傳聲筒	0	0
傳誦	0	0
傳説	0	0
傳道人	0	0
傳閲	0	0
傳頌	0	0
債台高築	0	0
債市	0	0
債款	0	0
債臺高築	0	0
債項	0	0
傷天害理	0	0
傷寒	0	0
傷心小棧	0	0
傷心柴	0	0
傷悲	0	0
傷愈	0	0
傷瘉	0	0
傷腦筋	0	0
傷身	0	0
傷重	0	0
傻人	0	0
傻人有傻福	0	0
傻傻戇戇	0	0
傻傻更更	0	0
傻的嗎	0	0
傻豬	0	0
傾側	0	0
傾力	0	0
傾吐	0	0
傾唔埋	0	0
傾唔埋欄	0	0
傾囊相授	0	0
傾國傾城	0	0
傾巢而出	0	0
傾瀉	0	0
傾盆大雨	0	0
傾談	0	0
傾閒偈	0	0
傾頹	0	0
僅次	0	0
僅此而已	0	0
僅餘	0	0
僆仔	0	0
僆妹	0	0
僑居	0	0
僑民	0	0
僕冰	0	0
僚	0	0
僧團	0	0
僧多粥少	0	0
僧尼	0	0
僭建	0	0
僭建物	0	0
僱傭兵	0	0
僵持	0	0
價值不菲	0	0
價值連城	0	0
價目	0	0
價高者得	0	0
僻	0	0
僻遠	0	0
儀仗隊	0	0
儀式感	0	0
儆住	0	0
儆惜	0	0
儆惡懲奸	0	0
儆錫	0	0
儉	0	0
儉樸	0	0
儐	0	0
儒學	0	0
儒艮	0	0
儒雅	0	0
儕嘩嘩	0	0
儘地	0	0
儘地一煲	0	0
儘速	0	0
優厚	0	0
優哉悠哉	0	0
優哉游哉	0	0
優悠	0	0
優越	0	0
優遊	0	0
優閒	0	0
儲值	0	0
儲值飛	0	0
儲君	0	0
儲妃	0	0
儲物櫃	0	0
儲蓄户口	0	0
儲藏	0	0
儳亂歌柄	0	0
儼	0	0
儼然	0	0
允准	0	0
元天屯	0	0
元寶蠟燭	0	0
元寶蠟燭香	0	0
元祖	0	0
元神	0	0
元蹄	0	0
兄台	0	0
兄弟團	0	0
充內行	0	0
充場	0	0
充大班	0	0
充大頭鬼	0	0
充班	0	0
充軍	0	0
充闊佬	0	0
兇器	0	0
兇悍	0	0
兇惡	0	0
兇殘	0	0
兇神惡煞	0	0
先下手為強	0	0
先使未來錢	0	0
先入為主	0	0
先小人後君子	0	0
先手	0	0
先旨聲明	0	0
先母	0	0
先父	0	0
先睹為快	0	0
先禮後兵	0	0
先禮而後兵	0	0
先秦	0	0
先聲奪人	0	0
先至好	0	0
先至得	0	0
先行者	0	0
先頭部隊	0	0
光劣出	0	0
光天化日	0	0
光宗耀祖	0	0
光怪陸離	0	0
光捋出	0	0
光明節	0	0
光景	0	0
光暗	0	0
光暗掣	0	0
光束	0	0
光棍佬	0	0
光棍佬教仔	0	0
光棖棖	0	0
光管腳	0	0
光脱脱	0	0
光芒萬丈	0	0
光陰似箭，日月如梭	0	0
光頭佬	0	0
光頭呔	0	0
光𥋇𥋇	0	0
克什米爾	0	0
克力架	0	0
克敵制勝	0	0
克盡己任	0	0
克萊因瓶	0	0
克里米亞	0	0
克隆	0	0
免不了	0	0
免役	0	0
免得	0	0
免提	0	0
免税	0	0
免税品	0	0
免税額	0	0
免翁	0	0
兑	0	0
兑換	0	0
兑現	0	0
兒媳	0	0
兒嬉	0	0
兒孫	0	0
兒孫滿堂	0	0
兒孫自有兒孫福	0	0
兒童院	0	0
兒行千里母擔憂	0	0
兔仔牙	0	0
兔仔跳	0	0
兔唇	0	0
兔牙	0	0
兜人入會	0	0
兜兜轉轉	0	0
兜嘢	0	0
兜客	0	0
兜巴星	0	0
兜截	0	0
兜搭	0	0
兜攬	0	0
兜生意	0	0
兜篤將軍	0	0
兜踎	0	0
兜頭	0	0
兜風	0	0
兜風耳	0	0
入不敷出	0	0
入不敷支	0	0
入伍	0	0
入伙紙	0	0
入伙酒	0	0
入則	0	0
入台証	0	0
入台證	0	0
入嚟	0	0
入土	0	0
入夢	0	0
入室	0	0
入屋叫人，入廟拜神	0	0
入席	0	0
入廁所	0	0
入廠大修	0	0
入得廚房，出得廳堂	0	0
入戲	0	0
入拍	0	0
入數紙	0	0
入楔	0	0
入櫃	0	0
入氣	0	0
入眠	0	0
入票	0	0
入贅	0	0
入鄉隨俗	0	0
入銀仔	0	0
入電油	0	0
入饌	0	0
入黑	0	0
入龍	0	0
內傷	0	0
內出血	0	0
內功	0	0
內務	0	0
內哄	0	0
內在美	0	0
內壁	0	0
內子	0	0
內容農場	0	0
內射	0	0
內憂外患	0	0
內應	0	0
內房	0	0
內房股	0	0
內檔	0	0
內水	0	0
內測	0	0
內燃機	0	0
內牆	0	0
內科	0	0
內耳	0	0
內膽	0	0
內街	0	0
內銀	0	0
內銀股	0	0
內銷	0	0
內鬨	0	0
全內反射	0	0
全副武裝	0	0
全包宴	0	0
全局	0	0
全才	0	0
全日早餐	0	0
全月通	0	0
全朵	0	0
全港九	0	0
全片幅	0	0
全盒	0	0
全盤	0	0
全相	0	0
全神貫注	0	0
全走	0	0
全身裙	0	0
全身麻醉	0	0
全部我嘅	0	0
全院滿座	0	0
兩下散手	0	0
兩仔乸	0	0
兩個轆	0	0
兩公婆見鬼	0	0
兩婆孫	0	0
兩小無猜	0	0
兩岸四地	0	0
兩情相悦	0	0
兩手揈揈	0	0
兩手準備	0	0
兩撇雞	0	0
兩敗俱傷	0	0
兩文三語	0	0
兩旁	0	0
兩梳蕉	0	0
兩棲	0	0
兩溝	0	0
兩爺孫	0	0
兩睇	0	0
兩粒一扮	0	0
兩粒一瓣	0	0
兩粒花	0	0
兩脅插刀	0	0
兩脇插刀	0	0
兩腳一伸	0	0
兩袖清風	0	0
兩道散手	0	0
兩頭唔到岸	0	0
兩頭蛇	0	0
兩頭騰	0	0
兩點水	0	0
八仔機	0	0
八仙枱	0	0
八仙檯	0	0
八八九九	0	0
八卦妹	0	0
八卦婆	0	0
八卦新聞	0	0
八卦週刊	0	0
八妹	0	0
八字波	0	0
八字生得正	0	0
八字腳	0	0
八字鬚	0	0
八寶粥	0	0
八段錦	0	0
八珍	0	0
八股	0	0
八號風球	0	0
八角形	0	0
八達通咭	0	0
八陣圖	0	0
八面威風	0	0
八面玲瓏	0	0
八音	0	0
公主抱	0	0
公之於世	0	0
公事公辦	0	0
公事包	0	0
公仔佬	0	0
公仔書	0	0
公仔紙	0	0
公仔麪	0	0
公假	0	0
公僕	0	0
公允	0	0
公克	0	0
公共交通工具	0	0
公共小巴	0	0
公共關係	0	0
公制	0	0
公堂	0	0
公報私仇	0	0
公契	0	0
公援	0	0
公教	0	0
公敵	0	0
公文	0	0
公有領域	0	0
公權力	0	0
公正行	0	0
公死有肉食，婆死有肉食	0	0
公民社會	0	0
公測	0	0
公然	0	0
公物	0	0
公理	0	0
公眾人物	0	0
公眾假期	0	0
公祭	0	0
公署	0	0
公聽會	0	0
公証	0	0
公証行	0	0
公説公有理，婆説婆有理	0	0
公諸於世	0	0
公證	0	0
公證行	0	0
公費	0	0
公開試	0	0
公餘	0	0
六國大封相	0	0
六書	0	0
六月飛霜	0	0
六神無主	0	0
六耳不同謀	0	0
六藝	0	0
六親不認	0	0
共享經濟	0	0
共勉	0	0
共同進退	0	0
共振	0	0
共治	0	0
共渡時艱	0	0
共聚	0	0
共融	0	0
共襄善舉	0	0
共赴巫山	0	0
兵不厭詐	0	0
兵分兩路	0	0
兵力	0	0
兵團	0	0
兵工廠	0	0
兵役	0	0
兵戎相見	0	0
兵源	0	0
兵營	0	0
兵臨城下	0	0
兵荒馬亂	0	0
兵馬	0	0
其利斷金	0	0
其心可誅	0	0
其樂無窮	0	0
其貌不揚	0	0
其身不正	0	0
典牀典蓆	0	0
典當	0	0
典癮	0	0
典籍	0	0
兼容並蓄	0	0
兼而有之	0	0
冀	0	0
冀望	0	0
冇mood	0	0
冇say	0	0
冇乜兩句	0	0
冇了賴	0	0
冇事冇幹	0	0
冇事出街少破財	0	0
冇人冇物	0	0
冇人冇脈	0	0
冇仇報	0	0
冇你咁好氣	0	0
冇傝𠎷	0	0
冇分寸	0	0
冇厘心機	0	0
冇厘搭霎	0	0
冇厘正經	0	0
冇厘神氣	0	0
冇厘精神	0	0
冇厴雞籠	0	0
冇呢支歌仔唱	0	0
冇命	0	0
冇咁大個頭就唔好戴咁大頂帽	0	0
冇咁好氣	0	0
冇咁嬲	0	0
冇咗件事	0	0
冇咩大用	0	0
冇啦冇掕	0	0
冇嗰樣整嗰樣	0	0
冇嚟搭霎	0	0
冇嚟神氣	0	0
冇埞企	0	0
冇大冇細	0	0
冇天收	0	0
冇天裝	0	0
冇天裝冇地葬	0	0
冇天裝冇地載	0	0
冇奶油	0	0
冇好氣	0	0
冇定性	0	0
冇家教	0	0
冇尾飛砣	0	0
冇尾飛陀	0	0
冇幾何	0	0
冇幾可	0	0
冇幾耐	0	0
冇彎轉	0	0
冇得fight	0	0
冇得⋯	0	0
冇得傾	0	0
冇得彈	0	0
冇得扳	0	0
冇得掹	0	0
冇得揮	0	0
冇得救	0	0
冇得斟	0	0
冇得輸	0	0
冇心肝	0	0
冇心裝載	0	0
冇情講	0	0
冇戲睇	0	0
冇手	0	0
冇手尾	0	0
冇拘論	0	0
冇挐冇掕	0	0
冇挐掕	0	0
冇掩雞籠	0	0
冇搭霎	0	0
冇數為	0	0
冇料	0	0
冇料到	0	0
冇料扮四條	0	0
冇景	0	0
冇有錯	0	0
冇根蔸	0	0
冇機	0	0
冇氣	0	0
冇法子	0	0
冇火冇貓	0	0
冇為意	0	0
冇爪蠄蟧	0	0
冇牙婆穿針	0	0
冇牙老虎	0	0
冇王管	0	0
冇瓦遮頭	0	0
冇病冇痛	0	0
冇病呀你	0	0
冇益	0	0
冇相干	0	0
冇省起	0	0
冇眼屎乾淨盲	0	0
冇眼睇	0	0
冇着落	0	0
冇研究	0	0
冇碇企	0	0
冇種	0	0
冇穿冇爛	0	0
冇答颯	0	0
冇耳性	0	0
冇耳聽	0	0
冇聲冇氣	0	0
冇聲出	0	0
冇聲氣	0	0
冇肉食	0	0
冇腰骨	0	0
冇膽	0	0
冇膽匪類	0	0
冇花冇假	0	0
冇衣食	0	0
冇規冇矩	0	0
冇譜	0	0
冇走盞	0	0
冇醒起	0	0
冇釐	0	0
冇釐搭霎	0	0
冇釐正經	0	0
冇釐神氣	0	0
冇陰公	0	0
冇陰功	0	0
冇雷公咁遠	0	0
冇面	0	0
冇面俾	0	0
冇鞋挽屐走	0	0
冇頭烏蠅	0	0
冇飯開	0	0
冇餸飯	0	0
冇𠸎耕	0	0
冊子	0	0
冊立	0	0
再三	0	0
再世	0	0
再作	0	0
再傾	0	0
再唔係	0	0
再教育	0	0
再説	0	0
冒名	0	0
冒天下之大不韙	0	0
冒昧	0	0
冒死	0	0
冒汗	0	0
冒煙	0	0
冒稱	0	0
冒簽	0	0
冒警	0	0
冒雨	0	0
冖	0	0
冚世界	0	0
冚冚聲	0	0
冚包散	0	0
冚國旗	0	0
冚家	0	0
冚家剷	0	0
冚家富貴	0	0
冚家拎	0	0
冚家祥	0	0
冚旗	0	0
冚棉胎	0	0
冚檔	0	0
冚球剷	0	0
冚球鏟	0	0
冚竇	0	0
冠上	0	0
冠以	0	0
冠冕堂皇	0	0
冠名	0	0
冠絕	0	0
冠絕群倫	0	0
冤仇	0	0
冤住	0	0
冤冤相報何時了	0	0
冤厲	0	0
冤大頭	0	0
冤家	0	0
冤家路窄	0	0
冤崩爛臭	0	0
冤戾	0	0
冤有頭債有主	0	0
冤案	0	0
冤氣	0	0
冤獄	0	0
冤魂	0	0
冥冥之中	0	0
冥壽	0	0
冥幣	0	0
冥府	0	0
冥通	0	0
冥鏹	0	0
冥頑不靈	0	0
冧公頭	0	0
冧友	0	0
冧女	0	0
冧宮頭	0	0
冧寶頭	0	0
冧巴温	0	0
冧檔	0	0
冧歌	0	0
冧波箱	0	0
冧班	0	0
冧篷頭	0	0
冪	0	0
冫	0	0
冬前臘鴨	0	0
冬大過年	0	0
冬奧	0	0
冬暖夏涼	0	0
冬月	0	0
冬泳	0	0
冬節	0	0
冬至佬	0	0
冬菇亭	0	0
冬菇頭	0	0
冬蟲夏草	0	0
冰上曲棍球	0	0
冰封三尺，非一日之寒	0	0
冰山一角	0	0
冰廳	0	0
冰成於水	0	0
冰曲	0	0
冰櫃	0	0
冰毒	0	0
冰清玉潔	0	0
冰狗	0	0
冰皮	0	0
冰窖	0	0
冰糖葫蘆	0	0
冰肉	0	0
冰菜	0	0
冰菠蘿	0	0
冰袖	0	0
冰釋前嫌	0	0
冰鎮	0	0
冰雕	0	0
冰雪	0	0
冰雪聰明	0	0
冰點	0	0
冶	0	0
冶煉	0	0
冶豔	0	0
冷不防	0	0
冷倉	0	0
冷卻塔	0	0
冷嘲熱諷	0	0
冷天	0	0
冷巷	0	0
冷帽	0	0
冷待	0	0
冷手執個熱煎堆	0	0
冷斗貨車	0	0
冷氣軍師	0	0
冷汗	0	0
冷泡	0	0
冷眼旁觀	0	0
冷知識	0	0
冷箭	0	0
冷糕	0	0
冷線	0	0
冷縮熱脹	0	0
冷若冰霜	0	0
冷處理	0	0
冷酷	0	0
冷鐘	0	0
冷面	0	0
冷飯	0	0
冷飯菜汁	0	0
冷馬	0	0
冷麪	0	0
准將	0	0
凋	0	0
凋淡	0	0
凌亂	0	0
凌亂不堪	0	0
凌日	0	0
凌辱	0	0
凌遲	0	0
凍倉	0	0
凍土	0	0
凍房	0	0
凍瘡	0	0
凍過水	0	0
凍餅	0	0
凜抌	0	0
凝神	0	0
凝血	0	0
凝血因子	0	0
凝重	0	0
凡事留一線，他日好相見	0	0
凡事留一線，日後好相見	0	0
凡塵俗世	0	0
凡夫俗子	0	0
凡是	0	0
凡親	0	0
凱子	0	0
凱撒沙律	0	0
凳憑	0	0
凳腳	0	0
凳𩩍	0	0
凶兆	0	0
凶器	0	0
凶惡	0	0
凶殘	0	0
凶神惡煞	0	0
凶險	0	0
凸透鏡	0	0
凹凸不平	0	0
凹透鏡	0	0
出pool	0	0
出show	0	0
出乎預料	0	0
出人意料	0	0
出人頭地	0	0
出便	0	0
出入口	0	0
出入口公司	0	0
出入境	0	0
出入平安	0	0
出其不意	0	0
出千	0	0
出口傷人	0	0
出口商	0	0
出口成文	0	0
出口術	0	0
出古惑	0	0
出問題	0	0
出喪	0	0
出嘢	0	0
出嚟	0	0
出嚟行	0	0
出嚟行，預咗要還	0	0
出埋飲奶力	0	0
出城	0	0
出夜街	0	0
出奇制勝	0	0
出家人	0	0
出巡	0	0
出廠	0	0
出得街	0	0
出恭	0	0
出恭入敬	0	0
出拿渣	0	0
出暗盤	0	0
出樣	0	0
出橫手	0	0
出殯	0	0
出氣袋	0	0
出水紙	0	0
出沖	0	0
出洋相	0	0
出海口	0	0
出淤泥而不染	0	0
出火	0	0
出爐鐵	0	0
出爾反爾	0	0
出版人	0	0
出生證明書	0	0
出番啖氣	0	0
出痘	0	0
出盡八寶	0	0
出盡法寶	0	0
出籠liu	0	0
出籠撩	0	0
出籠溜	0	0
出納員	0	0
出缺	0	0
出老千	0	0
出處	0	0
出蠱惑	0	0
出血位	0	0
出術	0	0
出言	0	0
出言不遜	0	0
出訪	0	0
出設	0	0
出貓	0	0
出返啖氣	0	0
出選	0	0
出銃	0	0
出門彎彎腰，回家有柴燒	0	0
出門無六月	0	0
出門睇木棉，木棉知冷暖	0	0
出雙入對	0	0
出騷	0	0
出龍撩	0	0
凼	0	0
函件	0	0
函授	0	0
刀仔	0	0
刀仔鋸大樹	0	0
刀光劍影	0	0
刀削麪	0	0
刀手	0	0
刀背	0	0
刀鋒	0	0
刀鐔	0	0
刁僑扭擰	0	0
