word	cantonese_count	mandarin_count
toilet	0	0
touch wood	0	0
train	0	0
troll	0	0
tune	0	0
tup車	0	0
turn	0	0
turn out	0	0
u grad	0	0
un goo goo	0	0
un un腳	0	0
uncl	0	0
uncle	0	0
under	0	0
un腳	0	0
un頂able	0	0
up up 貢	0	0
up頭	0	0
urk	0	0
v zone 地	0	0
visa	0	0
vocab	0	0
volt	0	0
walkie	0	0
walky	0	0
wang	0	0
watt	0	0
we we	0	0
we we wet wet	0	0
weak	0	0
wet	0	0
wet場	0	0
wet妹	0	0
we爛塊面	0	0
white hat	0	0
win place	0	0
wing	0	0
won	0	0
wou	0	0
wouwou	0	0
wowo	0	0
yap	0	0
yeast	0	0
yo	0	0
young	0	0
yo女	0	0
…事小…事大	0	0
⋯你個頭	0	0
⋯你條命	0	0
⋯佢條命	0	0
⋯來⋯去	0	0
⋯出豉油⋯出雞	0	0
⋯出雞⋯出豉油	0	0
⋯到九彩	0	0
⋯到冇人有	0	0
⋯到出汁	0	0
⋯到唔恨	0	0
⋯到嘔電	0	0
⋯到夠	0	0
⋯到核爆	0	0
⋯到死	0	0
⋯到甩肺	0	0
⋯到甩褲	0	0
⋯到痹	0	0
⋯到痺	0	0
⋯到飛起	0	0
⋯到黐肺	0	0
⋯又唔係⋯又唔係	0	0
⋯嚟⋯去	0	0
⋯就假	0	0
⋯就奇	0	0
⋯流流	0	0
⋯生晒	0	0
⋯進制	0	0
⋯開有條路	0	0
⋯鬼⋯馬	0	0
⺮	0	0
⻊	0	0
⻍	0	0
〇	0	0
の	0	0
㓤	0	0
㓤㓤friend	0	0
㔆	0	0
㔆手	0	0
㔷	0	0
㔼	0	0
㗎仔	0	0
㗎佬	0	0
㗎嘛	0	0
㗎妹	0	0
㗎文	0	0
㗎話	0	0
㗎頭	0	0
㗱	0	0
㗱㗱聲	0	0
㗾㗾聲	0	0
㗾哆	0	0
㚻奸	0	0
㞗	0	0
㞗屎	0	0
㞘	0	0
㥋	0	0
㧬火	0	0
㧬開	0	0
㧾	0	0
㨃	0	0
㨃冧	0	0
㨃草	0	0
㨆	0	0
㨘招牌	0	0
㨴	0	0
㩋㩋脆	0	0
㩒掣	0	0
㩒機	0	0
㩒釘	0	0
㩒錢	0	0
㩒鐳	0	0
㩒鷓鴣	0	0
㩒𨋢	0	0
㩧㩧齋	0	0
㩧佬	0	0
㩧嘢	0	0
㩧帽	0	0
㩧濕	0	0
㩧頭黨	0	0
㪗大氣	0	0
㬹	0	0
㷫烚烚	0	0
㷫過火屎	0	0
㷫過焫雞	0	0
㷫過辣雞	0	0
㷹	0	0
㾓	0	0
㾓痛	0	0
㿺㿭	0	0
䁓	0	0
䁪	0	0
䁪下眼	0	0
䁪眼	0	0
䁽	0	0
䁽眼	0	0
䂻	0	0
䊦	0	0
䐁	0	0
䘒	0	0
䘒䘒	0	0
䚗	0	0
䞘	0	0
䟕	0	0
䟴腳	0	0
䠄	0	0
䠄牀䠄席	0	0
䠄癮	0	0
䡣路	0	0
䱽魚	0	0
一 take 過	0	0
一Q清枱	0	0
一pek泥	0	0
一丁友	0	0
一不做二不休	0	0
一丘之貉	0	0
一了百了	0	0
一二便	0	0
一二邊	0	0
一人做事一人當	0	0
一人行一步	0	0
一人計短，二人計長	0	0
一人退一步	0	0
一仆一轆	0	0
一便	0	0
一個二個	0	0
一個唔該	0	0
一個崩都冇	0	0
一個崩都冇少到	0	0
一個崩都無	0	0
一個招牌砸落嚟都砸死幾件	0	0
一個願打，一個願捱	0	0
一個鼻哥窿出氣	0	0
一傳十，十傳百	0	0
一凹一凸	0	0
一刀兩斷	0	0
一分耕耘一分收穫	0	0
一分錢一分貨	0	0
一剔一點	0	0
一剔過	0	0
一劈泥	0	0
一動不如一靜	0	0
一匹布咁長	0	0
一千幾百猶如垃圾	0	0
一半半	0	0
一反常態	0	0
一口拒絕	0	0
一句唔該使死人	0	0
一味靠黐	0	0
一命二運三風水	0	0
一品紅	0	0
一哄而上	0	0
一哄而散	0	0
一哄而起	0	0
一哥	0	0
一唔係	0	0
一啖砂糖一啖屎	0	0
一噼泥	0	0
一嚟	0	0
一嚿木	0	0
一嚿飯	0	0
一囗	0	0
一地眼鏡碎	0	0
一地都係	0	0
一塵不染	0	0
一夜夫妻百二蚊	0	0
一夜夫妻百夜恩	0	0
一夜情	0	0
一天光晒	0	0
一天都光晒	0	0
一失足成千古恨	0	0
一子錯，滿盤皆落索	0	0
一字咁淺	0	0
一字排開	0	0
一字膊	0	0
一官半職	0	0
一家之主	0	0
一家便宜兩家着	0	0
一家便宜兩家着數	0	0
一家便宜兩家著	0	0
一家便宜兩家著數	0	0
一家唔知一家事	0	0
一寸光陰一寸金	0	0
一就一，二就二	0	0
一山還有一山高	0	0
一岩一窟	0	0
一巖一窟	0	0
一己私慾	0	0
一席之地	0	0
一干嘢	0	0
一年之計在於春，一日之計在於晨	0	0
一年到晚	0	0
一式一樣	0	0
一往情深	0	0
一心二用	0	0
一念之差	0	0
一怒之下	0	0
一息間	0	0
一意孤行	0	0
一戙都冇	0	0
一技傍身	0	0
一把年紀	0	0
一抽二掕	0	0
一抽二褦	0	0
一拍兩散	0	0
一按	0	0
一探究竟	0	0
一撻即着	0	0
一支公	0	0
一敗塗地	0	0
一文不值	0	0
一日不見，如隔三秋	0	0
一日到黑	0	0
一時口快	0	0
一時唔偷雞就做保長	0	0
一時意氣	0	0
一朝天子一朝臣	0	0
一朝得志	0	0
一朝早	0	0
一期一會	0	0
一本正經	0	0
一本萬利	0	0
一本通書睇到老	0	0
一朵鮮花插在牛糞上	0	0
一枝公	0	0
一枝獨秀	0	0
一柴	0	0
一條冷	0	0
一棚人	0	0
一棟都冇	0	0
一概	0	0
一樓一	0	0
一樓一鳳	0	0
一樣米養百樣人	0	0
一樹梨花壓海棠	0	0
一次生兩次熟	0	0
一步登天	0	0
一殼眼淚	0	0
一毛不拔	0	0
一氣呵成	0	0
一池死水	0	0
一決高下	0	0
一波未平，一波又起	0	0
一溜煙	0	0
一為神功，二為弟子	0	0
一片光明	0	0
一物治一物，糯米治木虱	0	0
一物治一物，糯米治木蝨	0	0
一理通百理明	0	0
一疋布咁長	0	0
一發不可收拾	0	0
一白遮三醜	0	0
一皇兩后	0	0
一皇多后	0	0
一皇雙后	0	0
一眼關七	0	0
一矢雙鵰	0	0
一碌木	0	0
一神教	0	0
一窮二白	0	0
一竅不通	0	0
一竹篙打一船人	0	0
一筆勾銷	0	0
一筆畫	0	0
一筆還一筆	0	0
一箭之仇	0	0
一箭定江山	0	0
一箭雙鵰	0	0
一節淡三墟	0	0
一籮籮	0	0
一粒花	0	0
一粒荔枝三把火	0	0
一索得男	0	0
一絲不掛	0	0
一絲不苟	0	0
一網成擒	0	0
一線之差	0	0
一而再，再而三	0	0
一聲不響	0	0
一聲令下	0	0
一肚氣	0	0
一肚火	0	0
一腳牛屎	0	0
一腳踏幾船	0	0
一臂之力	0	0
一舉成名	0	0
一舉手一投足	0	0
一般來説	0	0
一色一樣	0	0
一葉知秋	0	0
一號波	0	0
一號風球	0	0
一蟹不如一蟹	0	0
一表人才	0	0
一表人材	0	0
一見如故	0	0
一言一行	0	0
一言不發	0	0
一言九頂	0	0
一言九鼎	0	0
一言以蔽之	0	0
一言既出，駟馬難追	0	0
一言為定	0	0
一言興邦，一言喪邦	0	0
一言驚醒夢中人	0	0
一言驚醒洛克人	0	0
一試便知龍與鳳	0	0
一語中的	0	0
一語成讖	0	0
一語道破	0	0
一諾千金	0	0
一講曹操，曹操就到	0	0
一讀	0	0
一貧如洗	0	0
一走了之	0	0
一路好走	0	0
一路順風	0	0
一蹴而就	0	0
一蹶不振	0	0
一身是膽	0	0
一較高下	0	0
一輪咀	0	0
一鋪清袋	0	0
一鑊撬起	0	0
一鑊炒起	0	0
一鑊熟	0	0
一鑊粥	0	0
一闊三大	0	0
一隻二隻	0	0
一隻手指指住人，三隻手指指住自己	0	0
一隻手掌拍唔響	0	0
一雞死一雞鳴	0	0
一面之緣	0	0
一面屁	0	0
一頭半月	0	0
一頭煙	0	0
一頸血	0	0
一額汗	0	0
一飛衝天	0	0
一飲而盡	0	0
一馬當先	0	0
一體兩面	0	0
一體均霑	0	0
一鬨而散	0	0
一鱗半爪	0	0
一點一滴	0	0
一鼓作氣	0	0
一鼻孔出氣	0	0
丁咁大	0	0
丁字步	0	0
丁屋	0	0
丁屎	0	0
丁蟹效應	0	0
丁香	0	0
丁麪	0	0
七仔	0	0
七個一皮	0	0
七分褲	0	0
七十二行	0	0
七咀八舌	0	0
七嘴八舌	0	0
七國咁亂	0	0
七大洲	0	0
七姐	0	0
七姐反宮衣	0	0
七孔流血	0	0
七巧板	0	0
七年之癢	0	0
七情上面	0	0
七情六慾	0	0
七手八腳	0	0
七旋斬	0	0
七日鮮	0	0
七星仔	0	0
七星茶	0	0
七月有立秋，遲禾冇得收	0	0
七竅生煙	0	0
七級豬	0	0
七老八十	0	0
七號差館	0	0
七角形	0	0
七除八扣	0	0
七除八拆	0	0
七零八落	0	0
三P	0	0
三T	0	0
三三四	0	0
三下五落二	0	0
三不五時	0	0
三不管	0	0
三九兩丁七	0	0
三九唔識七	0	0
三五成群	0	0
三人成虎	0	0
三人行必有我師	0	0
三令五申	0	0
三位一體	0	0
三個女人一個墟	0	0
三個臭皮匠，勝過一個諸葛亮	0	0
三個骨褲	0	0
三元及第	0	0
三兩下手勢	0	0
三六	0	0
三六九	0	0
三六滾一滾	0	0
三六香肉	0	0
三刀六眼	0	0
三分鐘熱度	0	0
三分顏色上大紅	0	0
三剎位	0	0
三劃	0	0
三劃王	0	0
三口兩脷	0	0
三口六面	0	0
三句不離本行	0	0
三司會審	0	0
三合土	0	0
三味線	0	0
三圍	0	0
三奶	0	0
三妻四妾	0	0
三寸不爛之舌	0	0
三尖八角	0	0
三幅被	0	0
三年唔發市，發市當三年	0	0
三年抱兩	0	0
三年零八個月	0	0
三幾	0	0
三度板斧	0	0
三思而行	0	0
三手煙	0	0
三手辮	0	0
三料	0	0
三明治	0	0
三更窮五更富	0	0
三書六禮	0	0
三朝兩日	0	0
三柴	0	0
三次元	0	0
三步不出閨門	0	0
三步擸埋兩步	0	0
三歲定八十	0	0
三毫子小説	0	0
三民主義	0	0
三清	0	0
三煞位	0	0
三爬兩撥	0	0
三牲	0	0
三牲五禮	0	0
三皇五帝	0	0
三督屁	0	0
三篤屁	0	0
三粒花	0	0
三索線	0	0
三絲	0	0
三缺一	0	0
三胞胎	0	0
三腳架	0	0
三腳貓	0	0
三腳貓功夫	0	0
三腳雞	0	0
三色台	0	0
三色堇	0	0
三色豆	0	0
三色貓	0	0
三號波	0	0
三號風球	0	0
三蛇	0	0
三蛇羹	0	0
三行仔	0	0
三衰六旺	0	0
三角尺	0	0
三角底褲	0	0
三角琴	0	0
三角眼	0	0
三角褲	0	0
三讀	0	0
三軍未動糧草先行	0	0
三道板斧	0	0
三長兩短	0	0
三陽開泰	0	0
三鞭酒	0	0
三頭六臂	0	0
三顧茅廬	0	0
三顧草廬	0	0
三餐不繼	0	0
三餸飯	0	0
三魂唔見七魄	0	0
三鳥	0	0
三點三	0	0
三點不露	0	0
三點畢露	0	0
三點盡露	0	0
上court	0	0
上下其手	0	0
上下文	0	0
上乘	0	0
上五寸下五寸	0	0
上京	0	0
上什	0	0
上低音號	0	0
上吐下瀉	0	0
上圍	0	0
上壆	0	0
上契	0	0
上好沉香當爛柴	0	0
上客	0	0
上屋搬下屋，唔見一籮穀	0	0
上弦月	0	0
上得山多終遇虎	0	0
上得山多遇着虎	0	0
上把	0	0
上把位	0	0
上揚	0	0
上文下理	0	0
上日	0	0
上樑不正下樑歪	0	0
上款	0	0
上氣唔接下氣	0	0
上牀	0	0
上神枱	0	0
上神檯	0	0
上粉沙打	0	0
上聲	0	0
上肢	0	0
上訴人	0	0
上訴庭	0	0
上訴法庭	0	0
上賓	0	0
上軌道	0	0
上近	0	0
上釣	0	0
上鏈	0	0
上陣不離父子兵	0	0
上面落嚟	0	0
上靶	0	0
下不為例	0	0
下墜	0	0
下嫁	0	0
下家	0	0
下巴輕輕	0	0
下弦月	0	0
下扒	0	0
下扒輕輕	0	0
下把	0	0
下把位	0	0
下挫	0	0
下晏	0	0
下榻	0	0
下欄扮上菜	0	0
下欄錢	0	0
下款	0	0
下沉	0	0
下火	0	0
下筆	0	0
下肢	0	0
下臺階	0	0
下舖上居	0	0
下莊	0	0
下落不明	0	0
下葬	0	0
下裝	0	0
下間	0	0
下靶	0	0
下髀	0	0
不一會	0	0
不一而足	0	0
不中用	0	0
不乏	0	0
不予置評	0	0
不事生產	0	0
不二價	0	0
不亢不卑	0	0
不仁	0	0
不以為然	0	0
不信任	0	0
不修邊幅	0	0
不倒翁	0	0
不倫不類	0	0
不假外求	0	0
不假思索	0	0
不偏不倚	0	0
不免	0	0
不共戴天	0	0
不凡	0	0
不出所料	0	0
不分	0	0
不分青紅皂白	0	0
不力	0	0
不動聲色	0	0
不務正業	0	0
不勝其煩	0	0
不勝唏噓	0	0
不勝枚舉	0	0
不勝欷歔	0	0
不勝負荷	0	0
不勞而獲	0	0
不卑不亢	0	0
不可一世	0	0
不可勝數	0	0
不可同日而語	0	0
不可告人	0	0
不可多得	0	0
不可抗力	0	0
不可方物	0	0
不可終日	0	0
不可開交	0	0
不合	0	0
不同凡響	0	0
不吐不快	0	0
不周	0	0
不問自取	0	0
不善	0	0
不在乎	0	0
不在場證明	0	0
不地	0	0
不堪	0	0
不堪一擊	0	0
不堪入耳	0	0
不外如是	0	0
不夜城	0	0
不失為	0	0
不孝	0	0
不學無術	0	0
不容	0	0
不容分説	0	0
不容小覷	0	0
不容拒絕	0	0
不容有失	0	0
不寒而慄	0	0
不寧	0	0
不屈	0	0
不屈不撓	0	0
不屑一顧	0	0
不平則鳴	0	0
不得之了	0	0
不得其法	0	0
不得而知	0	0
不得要領	0	0
不思進取	0	0
不恥下問	0	0
不悦	0	0
不情之請	0	0
不愧	0	0
不慌不忙	0	0
不慎	0	0
不才	0	0
不打不相識	0	0
不打緊	0	0
不打自招	0	0
不拘	0	0
不拘一格	0	0
不振	0	0
不支	0	0
不支倒地	0	0
不攻自破	0	0
不敢苟同	0	0
不敵	0	0
不日	0	0
不明所以	0	0
不明飛行物體	0	0
不時不食	0	0
不景	0	0
不景氣	0	0
不智	0	0
不曾	0	0
不期而遇	0	0
不枉此生	0	0
不歡而散	0	0
不死生物	0	0
不求人	0	0
不求甚解	0	0
不治	0	0
不法	0	0
不法分子	0	0
不消説	0	0
不溜	0	0
不為人知	0	0
不為所動	0	0
不為過	0	0
不特只	0	0
不特已	0	0
不獨	0	0
不甘	0	0
不甘寂寞	0	0
不甘後人	0	0
不甘示弱	0	0
不甚了了	0	0
不由分説	0	0
不由自主	0	0
不留	0	0
不痛不癢	0	0
不盡不實	0	0
不盡然	0	0
不相上下	0	0
不省人事	0	0
不眠不休	0	0
不瞅不睬	0	0
不知名	0	0
不知天高地厚	0	0
不知所措	0	0
不知所終	0	0
不知者不罪	0	0
不禁	0	0
不絕於耳	0	0
不織布	0	0
不繼	0	0
不置可否	0	0
不羈	0	0
不義之財	0	0
不翼而飛	0	0
不聞不問	0	0
不肖	0	0
不能盡錄	0	0
不能自已	0	0
不能自拔	0	0
不脛而走	0	0
不自量力	0	0
不致	0	0
不致於	0	0
不舉	0	0
不良反應	0	0
不良於行	0	0
不菲	0	0
不藥而癒	0	0
不要緊	0	0
不見不散	0	0
不見得	0	0
不計其數	0	0
不説不知	0	0
不請自來	0	0
不諳	0	0
不謀而合	0	0
不識好歹	0	0
不負眾望	0	0
不負責任	0	0
不費吹灰之力	0	0
不貼式	0	0
不足為信	0	0
不足為奇	0	0
不辭勞苦	0	0
不辭而別	0	0
不近人情	0	0
不送氣音	0	0
不速之客	0	0
不遂	0	0
不遑多讓	0	0
不遠千里	0	0
不適	0	0
不醉無歸	0	0
不鏽鋼	0	0
不雅	0	0
不顧	0	0
不齒	0	0
丐	0	0
丑角	0	0
且慢	0	0
世一	0	0
世上無難事，只怕有心人	0	0
世交	0	0
世代相傳	0	0
世侄女	0	0
世叔	0	0
世史	0	0
世外桃源	0	0
世外高人	0	0
世姪	0	0
世子	0	0
世尊	0	0
世局	0	0
世態炎涼	0	0
世泥	0	0
世界波	0	0
世界衞生組織	0	0
世界語	0	0
世衞	0	0
世風日下	0	0
丘陵	0	0
丞相	0	0
丟假	0	0
丟掉	0	0
丟棄	0	0
丟疏	0	0
丢	0	0
丫叉	0	0
丫杈	0	0
丫烏	0	0
丫烏婆	0	0
丫頭	0	0
丫鬟	0	0
中中哋	0	0
中中挺挺	0	0
中亭	0	0
中介人	0	0
中出即飛	0	0
中化	0	0
中史	0	0
中國城	0	0
中國大媽	0	0
中國籍	0	0
中央暖氣	0	0
中央暖爐	0	0
中央空調	0	0
中央處理器	0	0
中央銀行	0	0
中學牛	0	0
中學雞	0	0
中山裝	0	0
中工	0	0
中心語	0	0
中括弧	0	0
中括號	0	0
中挺	0	0
中提琴	0	0
中文中學	0	0
中期息	0	0
中標	0	0
中止	0	0
中看	0	0
中空寶	0	0
中立國	0	0
中童	0	0
中綴	0	0
中耳	0	0
中英數	0	0
中英數常	0	0
中草藥	0	0
中華沙律	0	0
中蛇	0	0
中衰	0	0
中規中矩	0	0
中轉站	0	0
中途轉gay	0	0
中途轉機	0	0
中鎗	0	0
中間價	0	0
中間分界	0	0
中隧	0	0
中離	0	0
中非共和國	0	0
中頭獎	0	0
中飛	0	0
中點	0	0
串串貢	0	0
串得起	0	0
串演	0	0
串謀	0	0
串過馬撚	0	0
丹心	0	0
主使	0	0
主公	0	0
主力牆	0	0
主句	0	0
主婚	0	0
主婚人	0	0
主審	0	0
主懷安息	0	0
主打歌	0	0
主控	0	0
主日	0	0
主日學	0	0
主曆	0	0
主板	0	0
主機殼	0	0
主歌	0	0
主治	0	0
主禮	0	0
主科	0	0
主糧	0	0
主考	0	0
主腦	0	0
主角威能	0	0
主題公園	0	0
主顧	0	0
主體思想	0	0
乃係	0	0
乃念	0	0
久一⋯久二⋯	0	0
久不久	0	0
久仰	0	0
久仰大名	0	0
久別重逢	0	0
久病成醫	0	0
久病牀前無孝子	0	0
久經	0	0
之但係	0	0
之唔係	0	0
之字線	0	0
乍得	0	0
乍看之下	0	0
乏	0	0
乏善可陳	0	0
乏善足陳	0	0
乒乒乓乓	0	0
乒乓波板	0	0
乒乓波枱	0	0
乒嘭	0	0
乒鈴嘭唥	0	0
乒鈴𠾴唥	0	0
乘人之危	0	0
乘涼	0	0
乘虛而入	0	0
乘風破浪	0	0
乘龍快婿	0	0
乜乜七七	0	0
乜乜柒柒	0	0
乜嘢料呀	0	0
乜嘢新絲蘿蔔皮	0	0
乜嘢環境	0	0
乜嘢話	0	0
乜料	0	0
乜滯	0	0
乜濟	0	0
乜解究	0	0
乜説話	0	0
乜誰	0	0
乜都假	0	0
乜頭乜路	0	0
九九九	0	0
九九機	0	0
九九金	0	0
九代單傳	0	0
九出十三歸	0	0
九反之地	0	0
九反地	0	0
九因歌	0	0
九大簋	0	0
九孔螺	0	0
九孔鮑	0	0
九宮格	0	0
九曲十三彎	0	0
九條街	0	0
九死一生	0	0
九流十家	0	0
九淺一深	0	0
九肚魚	0	0
九號波	0	0
九號風球	0	0
九霄雲外	0	0
九龍半島	0	0
九龍城寨	0	0
九龍城砦	0	0
九龍砦城	0	0
乞兒仔	0	0
乞兒兜度嗱飯食	0	0
乞兒兜度搶飯食	0	0
乞兒雞	0	0
乞嚏	0	0
乞米	0	0
乞衣雞	0	0
乞超	0	0
也文也武	0	0
乩手	0	0
乪	0	0
乳交	0	0
乳名	0	0
乳尖	0	0
乳溝	0	0
乳牛	0	0
乳膠漆	0	0
乳臭未乾	0	0
乳豬紙	0	0
乳貼	0	0
乳酸菌	0	0
乳齒	0	0
乸口乸面	0	0
乸型	0	0
乸形	0	0
乸聲乸氣	0	0
乸西	0	0
乾凍	0	0
乾咳	0	0
乾哽	0	0
乾啃	0	0
乾噌噌	0	0
乾坤	0	0
乾塘	0	0
乾娘	0	0
乾手機	0	0
乾收銀	0	0
乾杯	0	0
乾柴烈火	0	0
乾炒牛河	0	0
乾瑤柱	0	0
乾葱	0	0
乾電	0	0
乾電池	0	0
乾骾骾	0	0
乾鮑	0	0
乾鯁	0	0
亂up	0	0
亂up廿四	0	0
亂世用重典	0	0
亂倫	0	0
亂咁舂	0	0
亂噏廿四	0	0
亂嚟	0	0
亂打亂撞	0	0
亂拋垃圾	0	0
亂撞一通	0	0
亂晒坑	0	0
亂晒籠	0	0
亂晒龍	0	0
亂立立	0	0
亂章	0	0
亂籠	0	0
亂糟糟	0	0
亂象	0	0
亂過亂世佳人	0	0
亂過亂葬崗	0	0
亂龍	0	0
予人口實	0	0
事不過三	0	0
事不關己	0	0
事九但但	0	0
事九旦旦	0	0
事但	0	0
事倍功半	0	0
事到如今	0	0
事務律師	0	0
事在人為	0	0
事在必行	0	0
事奉	0	0
事實勝於雄辯	0	0
事實擺在眼前	0	0
事必	0	0
事急馬行田	0	0
事旦	0	0
事業心	0	0
事發經過	0	0
事過境遷	0	0
事關重大	0	0
事隔	0	0
事頭婆	0	0
二三線	0	0
二人三足	0	0
二仔底	0	0
二偈	0	0
二八天	0	0
二八年華	0	0
二六	0	0
二創	0	0
二叔公	0	0
二埠	0	0
二奶仔	0	0
二奶命	0	0
二廠	0	0
二打六	0	0
二按	0	0
二撇雞	0	0
二撈七	0	0
二獎	0	0
二等公民	0	0
二話不説	0	0
二讀	0	0
二轆	0	0
二進制	0	0
二郎神	0	0
二重奏	0	0
二鍋頭	0	0
互勉	0	0
互斥	0	0
互補	0	0
五二三	0	0
五五波	0	0
五仁	0	0
五供	0	0
五十肩	0	0
五味	0	0
五味架	0	0
五味紛陳	0	0
五味雜陳	0	0
五噸半	0	0
五姑娘	0	0
五嶺	0	0
五彩繽紛	0	0
五斗櫃	0	0
五星旗	0	0
五星紅旗	0	0
五時花六時變	0	0
五月節	0	0
五枝旗杆	0	0
五毛黨	0	0
五油三水	0	0
五湖四海	0	0
五癆七傷	0	0
五稜鏡	0	0
五穀	0	0
五線譜	0	0
五羊城	0	0
五臟	0	0
五臟六腑	0	0
五花大綁	0	0
五花茶	0	0
五藴	0	0
五蛇羹	0	0
五行欠打	0	0
五行欠水	0	0
五行欠炳	0	0
五行缺水	0	0
五覺	0	0
五角形	0	0
五邑	0	0
五雷轟頂	0	0
五音不全	0	0
井水不犯河水	0	0
井然	0	0
井然有序	0	0
井號	0	0
些厘酒	0	0
些小	0	0
些牙	0	0
些粉	0	0
亞head	0	0
亞伯達	0	0
亞加力膠	0	0
亞原子	0	0
亞媽	0	0
亞差	0	0
亞斯匹靈	0	0
亞東魚	0	0
亞枝竹	0	0
亞爺	0	0
亞細亞	0	0
亞貓	0	0
亞超	0	0
亞鉛	0	0
亞麻仁	0	0
亟	0	0
亡命	0	0
亡命之徒	0	0
亡命天涯	0	0
亡羊補牢	0	0
亡魂	0	0
亢	0	0
交個波俾⋯	0	0
交個波畀⋯	0	0
交功課	0	0
交叉點	0	0
交媾	0	0
交尾	0	0
交戲	0	0
交數	0	0
交易日	0	0
交朋結友	0	0
交棒	0	0
交水費	0	0
交流電	0	0
交白卷	0	0
交纏	0	0
交通督導員	0	0
交遊廣闊	0	0
交頭接耳	0	0
亥時出世	0	0
亦即係	0	0
亦步亦趨	0	0
享譽	0	0
京師	0	0
京果	0	0
京畿	0	0
京菜	0	0
京葱	0	0
京都骨	0	0
亭子	0	0
亮晶晶	0	0
亮燈	0	0
人一世物一世	0	0
人丁單薄	0	0
人不可以貌相	0	0
人不為己，天誅地滅	0	0
人云亦云	0	0
人人得以誅之	0	0
人人得而誅之	0	0
人仰馬翻	0	0
人倫	0	0
人傑地靈	0	0
人傳人	0	0
人前人後兩個樣	0	0
人去樓空	0	0
人又老，錢又冇	0	0
人叢	0	0
人口結構	0	0
人同此心	0	0
人命傷亡	0	0
人命關天	0	0
人唔笑狗都吠	0	0
人唔笑龜都跪	0	0
人在屋簷下，不得不低頭	0	0
人在江湖，身不由己	0	0
人外有人，天外有天	0	0
人多口雜	0	0
人多好辦事	0	0
人多手腳亂	0	0
人夾人緣	0	0
人如其名	0	0
人定勝天	0	0
人工呼吸	0	0
人工流產	0	0
人心不足蛇吞象	0	0
人心肉做	0	0
人心肉造	0	0
人心隔肚皮	0	0
人怕出名豬怕肥	0	0
人怕囈，米怕篩	0	0
人怕𠼮，米怕篩	0	0
人情紙咁薄	0	0
人情薄過紙	0	0
人才濟濟	0	0
人文學	0	0
人文學科	0	0
人文科學	0	0
人有三急	0	0
人望高處	0	0
人格謀殺	0	0
人死不能復生	0	0
人死如燈滅	0	0
人比人，比死人	0	0
人氏	0	0
人氣榜	0	0
人浮於事	0	0
人海茫茫	0	0
人滿之患	0	0
人滿為患	0	0
人無橫財不富	0	0
人無遠慮，必有近憂	0	0
人煙稀少	0	0
人煙稠密	0	0
人生路不熟	0	0
人畜無害	0	0
人盡可夫	0	0
人盡皆知	0	0
人窮志不窮	0	0
人窮志短	0	0
人窮思舊債	0	0
人算不如天算	0	0
人精	0	0
人細詭大	0	0
人細鬼大	0	0
人群	0	0
人老精鬼老靈	0	0
人而無信，不知其可	0	0
人蔘	0	0
人蠢冇藥醫	0	0
人血饅頭	0	0
人衰行路打倒褪	0	0
人要面樹要皮	0	0
人設	0	0
人講你又講	0	0
人貴自知	0	0
人走茶涼	0	0
人跡	0	0
人踩人	0	0
人身自由	0	0
人辦	0	0
人造皮	0	0
人造纖維	0	0
人造草	0	0
人道毀滅	0	0
人鏈	0	0
人間地獄	0	0
人靚聲甜	0	0
人非草木	0	0
人靠衣裝	0	0
人面廣	0	0
人面廣闊	0	0
人面獸心	0	0
人頭税	0	0
人頭豬腦	0	0
人頭飯	0	0
人馬座	0	0
人魚線	0	0
亻	0	0
什葉派	0	0
什錦	0	0
仁棯	0	0
仁民愛物	0	0
仁義	0	0
仄紙	0	0
仄聲	0	0
仆你個臭街	0	0
仆你個街	0	0
仆倒	0	0
仆到	0	0
仆到去	0	0
仆心仆命	0	0
仆築路	0	0
仆街仔	0	0
仆開	0	0
仇家	0	0
仇敵	0	0
仇殺	0	0
今勻	0	0
今夜	0	0
今宵	0	0
今時唔同往日	0	0
今晚打老虎	0	0
今晚肥仔	0	0
今晨	0	0
今朝有酒今朝醉	0	0
今鋪	0	0
今非昔比	0	0
介子	0	0
仍舊	0	0
仔乸	0	0
仔大仔世界	0	0
仔房	0	0
仔爺	0	0
仔細老婆嫩	0	0
仕紳化	0	0
他他米	0	0
他他粉	0	0
他佻	0	0
他朝	0	0
他筆	0	0
他表	0	0
他調	0	0
他鄉	0	0
他鄉遇故知	0	0
他錶	0	0
仗義	0	0
仗義執言	0	0
付之一炬	0	0
付予	0	0
付印	0	0
付托	0	0
付與	0	0
付諸一炬	0	0
付諸流水	0	0
付諸行動	0	0
仙丹	0	0
仙女棒	0	0
仙姑	0	0
仙遊	0	0
仙都唔仙	0	0
仞	0	0
仟	0	0
代任	0	0
代售	0	0
代客泊車	0	0
代打	0	0
代為	0	0
代罪	0	0
代罪羔羊	0	0
代行	0	0
代議士	0	0
代通知金	0	0
令人咋舌	0	0
令人髮指	0	0
令公子	0	0
令千金	0	0
令和	0	0
令堂	0	0
令壽堂	0	0
令嬡	0	0
令尊	0	0
令尊翁	0	0
令擸擸	0	0
令梳	0	0
令狐	0	0
令立立	0	0
令郎	0	0
以⋯為由	0	0
以假亂真	0	0
以儆效尤	0	0
以其人之道還治其人之身	0	0
以卵擊石	0	0
以和為貴	0	0
以寡敵眾	0	0
以形補形	0	0
以德報怨	0	0
以怨報德	0	0
以本傷人	0	0
以權謀私	0	0
